record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R00091,RT055,Tsim Sha Tsui,wan chai,Yau Tsim Mong,tram-airport_LOCAL_Premium_CTB;backup=CTB,,,,20,Tue,0,,territory-hk,B3085,S1,commuter_plus,contrast,A,zone-4,PX41110424,S3323126328,TKT-155333,dev-911c3c7d,4200,34,group-0,0,weather watch,OPS-A,ROUTE 055
R00092,RT045,kennedy town,North Pt,Central and Western,Bus_LOCAL_STANDARD_ctb;backup=CTB,HK$9.3,3.39,,20,Fri,0,clr,HK,B6966,S2,tourist_day,contrast,B,zone-2,PX80523112,S1221178691,TKT-894321,dev-86e1451e,3390,9,group-0,0,weather watch,OPS-D,ROUTE 045
R00093,RT055,kennedy%20town,Mong%20Kok,Central and Western,BUS_BUS_Express_standard_Kowloon Motor Bus,,,,16,Thu,0,,HK,B1513,S2,none,compact,A,zone-1,PX87602885,S1111978675,TKT-781649,dev-bff17473,3960,9,group-0,0,weather watch,OPS-B,Route-055
R00094,RT062,Admiralty,causeway%20bay,Central and Western,Tram_EXPRESS_STANDARD_CityBus,17.4,,50.0,14,Thu,1,,HK,B9728,S2,none,contrast,none,zone-5,PX36209555,S9666897208,TKT-257489,dev-c54e7c95,8180,17,group-0,0,priority boarding,OPS-C,Route-062
R00095,RT055,Central Station,Kennedy Town,Sha Tin,BUS_local_STANDARD_CityBus,,,,16,Sun,0,wx.cld.ops,geo::hkg,B5761,S1,tourist_day,contrast,C,zone-1,PX72877660,S5791271004,TKT-367697,dev-901d40bc,2900,11,group-0,0,weather watch,OPS-C,ROUTE 055
R00096,RT017,Kennedy Town,Sha Tin,Sha Tin,bus_local_standard_K.M.B.(note=reroute),,,,12,Thu,0,wx_s,852,B1200,S3,summer_push,contrast,A,zone-1,PX70422163,S8047613915,TKT-309251,dev-59d3fd46,10180,19,group-0,0,minor queue,OPS-C,Route-017
R00097,RT074,Depot,Depot,Operations,maintenance_shift,,,,11,Thu,0,Audit,INT,B3283,SYS,internal_audit,compact,none,zone-2,PX63196128,S8146500398,TKT-722715,dev-1bba6c2f,850,12,group-0,0,staff shuttle,OPS-SYS,ROUTE 074
R00098,RT062,Central Station,Kennedy Town,Sha Tin,bus_Local_standard_K.M.B.,,,,7,Fri,1,Sunny,HK,B5069,S4,commuter_plus,classic,C,zone-3,PX94175158,S1482052831,TKT-772645,dev-2c6d56ca,13510,24,group-0,1,priority boarding,OPS-D,ROUTE 062
R00099,RT023,Sha%20Tin,Admiralty,Sha Tin,tram|local|standard|CityBus;backup=KMB,9.8-14.8,"4,29",29-37 min,13,Thu,0,Sunny,HK,B5794,S3,tourist_day,large_text,B,zone-2,PX27796252,S8285385749,TKT-632786,dev-07c968c1,4290,10,group-0,0,normal service,OPS-A,ROUTE 023
R00100,RT006,Wan Chai,NorthPoint,Eastern,bus_bus__local-standard__Kowloon Motor Bus,,,,12,Thu,0,,HK,B7067,S2,none,classic,none,zone-4,PX62091086,S5304910214,TKT-518437,dev-83fab25a,9540,15,group-0,0,platform crowding,OPS-C,ROUTE 006
R00101,RT069,Tsuen Wan,Admiralty,Wan Chai,bus|express / standard_Kowloon Motor Bus,12.9,4000m,T21,10,Fri,0,HEAVY_RAIN,geo::852,B1079,S1,tourist_day,classic,none,zone-2,PX39108340,S4756319739,TKT-119823,dev-7aaee3fa,4000,13,group-0,0,normal service,OPS-C,Route-069
R00102,RT079,Wan%20Chai,Causeway%20Bay,Wan Chai,bus_bus_LOCAL_STANDARD_Kowloon Motor Bus,~0.5,about 0.1,0.1 hrs,11,Sun,0,,HK,B1439,S4,tourist_day,contrast,none,zone-4,PX34176099,S8917575716,TKT-383543,dev-c36d503c,900000,1,group-0,0,minor queue,OPS-C,Route-079
R00103,RT027,Kennedy Town,CAUSEWAY%20BAY,Yau Tsim Mong,TRAM-airport_LOCAL_standard_citybus,500.0 HKD,180.0,7.0 hrs,18,Sun,0,,legacy,B7012,S4,tourist_day,large_text,B,zone-2,PX18554398,S8915088774,TKT-873470,dev-e9c3e94c,25,0,group-0,1,priority boarding,OPS-A,Route-027
R00104,RT038,Tsim Sha Tsui,Admiralty,Tsuen Wan,bus-crossharbour_local_standard_KMB,14.2,9.3-10.5,about 59,19,fri,0,Rain,legacy,B3113,S4,commuter_plus,compact,none,zone-1,PX68654201,S7947496759,TKT-899242,dev-24d625b7,9300,14,group-0,1,priority boarding,OPS-D,ROUTE 038
R00105,RT025,Kennedy Town,Central Station,Central and Western,ferry_express_premium_HKKF,~2.0,0.1,dur=1,20,Tue,0,sunny,hkg,B8459,S3,none,large_text,none,zone-1,PX26982882,S5324185338,TKT-160211,dev-9a02d761,25,9000,group-0,0,priority boarding,OPS-D,Route-025
R00106,RT076,Tsuen Wan,Mong Kok,Tsuen Wan,BUS-AIRPORT_local_standard_K.M.B.,250.0-255.0,180.0-181.2,00:720:00,21,Sat,0,,geo::hkg,B8802,S1,commuter_plus,classic,C,zone-4,PX98831568,S4392595876,TKT-577698,dev-eb1627b6,350000,9000,group-0,0,priority boarding,OPS-C,ROUTE 076
R00107,RT049,North Point,Tsuen Wan,Central and Western,bus-airport_local_standard_KMB,na-fare,dist=6.9,32.0,23,Thu,1,sunny,geo::852,B8598,SYS,internal_audit,compact,C,zone-4,PX69672768,S2278927621,TKT-226496,dev-2d16ee55,6900,14,group-0,0,internal audit,OPS-SYS,Route-049
R00108,RT057,Wan Chai,North Point,Yau Tsim Mong,tram_local_standard_CTB,fare=18.6,,00:82:00,12,Wed,0,Sunny,territory-hk,B7901,SYS,internal_audit,classic,none,zone-3,PX10505468,S9753702626,TKT-453911,dev-f6df3e48,13480,19,group-0,0,maintenance escort,OPS-SYS,ROUTE 057
R00109,RT070,Central Station,Sha Tin,Central and Western,ferry_local_premium_HKKF,,,,21,Fri,0,Sunny,geo::hkg,B3600,S3,none,classic,none,zone-2,PX47380911,S1009813231,TKT-674660,dev-54715928,9260,14,group-0,0,platform crowding,OPS-A,ROUTE 070
R00110,RT016,Tswan,KENNEDY TOWN,Tsuen Wan,TRAM_local_Standard_CityBus,missing,0.5,about 1,12,Wed,0,,HK,B1478,S1,none,large_text,C,zone-1,PX28150576,S8206403771,TKT-229164,dev-737c8f9f,350000,2500,group-0,0,weather watch,OPS-B,Route-016
R00111,RT037,Causeway.Bay,MONG KOK,Wan Chai,BUS_EXPRESS_STANDARD_kmb,~2.0,about 0.1,5.0,20,Sat,0,,HK,B8337,S2,none,large_text,C,zone-3,PX70268370,S3963282551,TKT-438453,dev-c7393d3d,25,9000,group-0,0,minor queue,OPS-C,ROUTE 037
R00112,RT073,Kennedy Town,Central Station,Sha Tin,ferry_local_premium_HKKF,,,,23,Wed,0,cloudy,852,B3081,S2,tourist_day,large_text,A,zone-5,PX91836415,S1995339893,TKT-519340,dev-0b0dbac6,8250,18,group-0,0,normal service,OPS-B,Route-073
R00113,RT035,mong kok,Central Station,Yau Tsim Mong,bus__local-prem__Kowloon Motor Bus,HK$14.6,about 2.67,20.0,19,Wed,1,Rain,HK,B5143,S4,none,classic,B,zone-2,PX36205711,S1398366653,TKT-963621,dev-1b5610f7,2670,15,group-0,1,weather watch,OPS-D,Route-035
R00114,RT044,TsimShaTsui,mong kok,Yau Tsim Mong,bus|local / standard_KMB,,,,12,Sat,0,,HK,B9802,S1,none,large_text,C,zone-2,PX22805738,S2243528359,TKT-183411,dev-55d5bd20,7610,12,group-0,0,normal service,OPS-A,Route-044
R00115,RT035,Sha Tin,Central Station,Central and Western,ferry_express_premium_HKKF,,,,12,Tue,1,Cloudy,HK,B5782,S4,commuter_plus,contrast,C,zone-4,PX43784810,S1870240556,TKT-935288,dev-2fa68dc2,11350,17,group-0,0,weather watch,OPS-C,Route-035
R00116,RT071, MongKok ,CausewayBay,Yau Tsim Mong,Bus-cross-harbour_LOCAL_Standard_Kowloon Motor Bus,,,,16,Thu,0,,hk-zone,B5664,S1,summer_push,contrast,none,zone-3,PX19097725,S6768056264,TKT-507061,dev-47f964fe,3420,8,group-0,0,weather watch,OPS-B,Route-071
R00117,RT077, Central Station ,North Point,Central and Western,bus_local_CityBus,HKD:12.6,"8,04",,23,Wed,0,,HK,B9794,S1,commuter_plus,contrast,none,zone-3,PX70435087,S8066024225,TKT-471762,dev-1ba995cc,8040,13,group-0,0,minor queue,OPS-B,Route-077
R00118,RT054,Wan%20Chai,Sha%20Tin,Wan Chai,op=operator=CTB;service=standard;mode=local;type=tram-airport,,,,7,Wed,0,,HK,B1556,S2,summer_push,classic,none,zone-4,PX76572605,S1571956330,TKT-977256,dev-dd5040c6,28000,53,group-0,1,priority boarding,OPS-B,ROUTE 054
R00119,RT017,CausewayBay,Mong%20Kok,Wan Chai,bus / local / standard / CTB,~0.0,0.2,na-dur,9,Mon,0,,HK,B5268,S3,commuter_plus,large_text,A,zone-2,PX46158014,S4670396315,TKT-829221,dev-daa998f4,120000,2500,group-0,1,priority boarding,OPS-D,ROUTE 017
R00120,RT060,Depot,Depot,Internal,staff_shuttle,"180,0",240.0 km,500.0,13,mon,0,System,TST,B8027,SYS,maintenance_ops,contrast,A,zone-4,PX23716276,S2055476526,TKT-958294,dev-d33af03b,75,0,group-0,0,internal audit,OPS-SYS,Route-060
R00121,RT074,TSIM%20SHA%20TSUI,MongKok,Yau Tsim Mong,Ferry-Airport_local_standard_HK Ferry,1200.0,360.0,00:240:00,20,Fri,0,,territory-hk,B9053,S3,tourist_day,compact,none,zone-1,PX50802297,S3261234423,TKT-918548,dev-df4fcb04,25,1,group-0,0,normal service,OPS-C,Route-074
R00122,RT032,Kennedy Town,Sha Tin,Central and Western,svc=bus;tier=premium;mode=local;op=K.M.B._svc=bus;tier=premium;mode=local;op=K.M.B.,,,0.3 hrs,9,Thu,0,sunny,HK,B6504,S1,commuter_plus,contrast,C,zone-1,PX16264286,S6574362201,TKT-534421,dev-fdd21ae1,4250,18,group-0,1,priority boarding,OPS-C,ROUTE 032
R00123,RT031,Sha%20Tin,Tsuen Wan,Sha Tin,bus_bus_EXPRESS_standard_KMB,,,,13,Sun,0,,HK,B7717,S4,tourist_day,compact,none,zone-5,PX88393646,S8165978953,TKT-724223,dev-1285dc84,3880,17,group-0,0,weather watch,OPS-D,Route-031
R00124,RT044,Sha Tin,Central Station,Sha Tin,Tram_Tram_LOCAL_standard_citybus,,3.49 km,23-31 min,9,Wed,0,sunny,HK,B7569,S1,none,classic,none,zone-3,PX82596442,S2088240011,TKT-735586,dev-99a0bcba,3490,7,group-0,1,priority boarding,OPS-A,Route-044
R00125,RT014, Kennedy Town ,North Pt,Central and Western,bus_Local_Standard_KMB,,,15.0,18,Mon,0,,HK,B9894,S3,tourist_day,contrast,A,zone-1,PX74057065,S2375791865,TKT-133185,dev-f798023a,2020,6,group-0,1,minor queue,OPS-C,Route-014
R00126,RT062,Mong Kok  ,ADM,Yau Tsim Mong,BUS_Local_STANDARD_K.M.B.,0.0,0.1,about 2,9,Thu,1,,HK,B1563,S4,none,compact,none,zone-4,PX44949023,S1107972431,TKT-906139,dev-9ca05d26,900000,1,group-0,1,priority boarding,OPS-D,ROUTE 062
R00127,RT054,Central%20Station,tsim sha tsui,Central and Western,Bus-night_LOCAL_standard_citybus,"17,7",,00:55:00,6,Mon,0,Cloudy,HK,B2138,S1,summer_push,large_text,none,zone-5,PX81385861,S3670340287,TKT-887726,dev-0e0fdcf5,11470,18,group-0,0,weather watch,OPS-B,ROUTE 054
R00128,RT047,Tsuen Wan,Wan%20Chai,Tsuen Wan,tram_Express_Standard_citybus,,,na-dur,14,Tue,0,,HK,B5417,S1,none,classic,B,zone-2,PX15037292,S8790138566,TKT-872013,dev-b49d29e2,12650,22,group-0,0,normal service,OPS-A,ROUTE 047
R00129,RT078,Central Station,Sha Tin,Central and Western,tram_express_standard_CTB(note=queue),,,,5,Fri,0,Sunny,hkg,B6100,S3,none,compact,none,zone-5,PX37663460,S4795709488,TKT-716633,dev-22d05199,7010,16,group-0,0,normal service,OPS-C,Route-078
R00130,RT043,Sha%20Tin,North Point,Sha Tin,TRAM_local_PREMIUM_ctb,~15.2,4.74 / route,33-41 min,10,Thu,0,Heavy Rain,HK,B3248,S2,none,contrast,none,zone-2,PX40133553,S7922934390,TKT-653063,dev-1a9af32c,4740,15,group-0,0,platform crowding,OPS-C,Route-043
R00131,RT076,Audit Hub,Workshop,Operations,maintenance_shift,0.5 HKD,0.2,2.0,23,Wed,0,Audit,SYS,B5406,SYS,internal_audit,large_text,B,zone-3,PX79591599,S3397178737,TKT-528562,dev-ffc1a993,75,1,group-0,0,internal audit,OPS-SYS,Route-076
R00132,RT052,Kennedy Town,Sha Tin,Sha Tin,bus-local-standard-Kowloon Motor Bus,,,,20,Sat,0,Cloudy,hkg,B4359,S4,tourist_day,large_text,none,zone-4,PX61443045,S2068406568,TKT-465263,dev-8cb886b2,7130,10,group-0,0,weather watch,OPS-C,ROUTE 052
R00133,RT018,Sha Tin,Kennedy Town,Sha Tin,standard_standard_tram_local_ctb,"1,0",dist=0.05,3.0,16,Wed,0,Cloudy,HK,B5904,S2,none,contrast,none,zone-1,PX54249868,S3258868206,TKT-234793,dev-c34fd217,350000,9000,group-0,0,minor queue,OPS-D,ROUTE 018
R00134,RT049,MONG KOK  ,Sha Tin,Yau Tsim Mong,ferry_local_STANDARD_HK Ferry,,,,13,Tue,0,,HK,B6248,S2,none,large_text,none,zone-4,PX69205804,S1049807954,TKT-874801,dev-0f85f4f0,13060,21,group-0,0,normal service,OPS-C,Route-049
R00135,RT028,Kennedy Town,Central Station,Sha Tin,meta[route=840;value=bus_local_standard_K.M.B.;flag=A],~0.0,0.05,2m est,20,Tue,1,Sunny,852,B7038,S3,summer_push,compact,none,zone-5,PX10907292,S9352981654,TKT-454217,dev-cdab45e7,75,1,group-0,0,platform crowding,OPS-A,ROUTE 028
R00136,RT055,Admiralty,MK,Yau Tsim Mong,Ferry_LOCAL_standard_HK Ferry,7.1,n/a-dist,,6,Sun,0,Unknown,HK,B6219,S1,summer_push,compact,B,zone-3,PX50553486,S8229764037,TKT-484168,dev-b181d395,3180,7,group-0,0,platform crowding,OPS-B,ROUTE 055
R00137,RT046,sha tin,Admiralty,Sha Tin,FERRY_FERRY_local_standard_Hong Kong Ferry,22.0,unknown,about 62,13,Tue,0,,HK,B7114,S1,none,compact,none,zone-1,PX91605366,S3444108185,TKT-385809,dev-e724c1c3,14910,22,group-0,0,priority boarding,OPS-D,Route-046
R00138,RT007,Central%20Station,Causeway Bay,Wan Chai,BUS-NIGHT_EXPRESS_STANDARD_KMB,,,36.0,13,Wed,0,Cloudy,HK,B5778,S4,tourist_day,contrast,none,zone-2,PX82356725,S9708040171,TKT-315769,dev-abf0e76e,6010,14,group-0,0,priority boarding,OPS-C,Route-007
R00139,RT055,Audit Hub,Workshop,Internal,staff_shuttle,,,,5,Tue,0,Test,INT,B6254,SYS,staff_shuttle,contrast,A,zone-1,PX38647509,S9656165386,TKT-292904,dev-f6b56d17,7410,13,group-0,0,staff shuttle,OPS-SYS,ROUTE 055
R00140,RT042,Wan Chai,Mong Kok,Tsuen Wan,tram_local_standard_CTB,250.0,180.0,12.0 hrs,6,Fri,0,Sunny,hkg,B9396,SYS,maintenance_ops,contrast,C,zone-1,PX10225285,S4836646196,TKT-252046,dev-81d94efc,900000,2500,group-0,0,staff shuttle,OPS-SYS,ROUTE 042
R00141,RT028,North Point,Mong Kok,Yau Tsim Mong,bus-crossharbour_local_standard_KMB,9.4,4.08 km,T28,13,Thu,0,sunny,territory-hk,B4712,SYS,internal_audit,compact,B,zone-5,PX34762457,S2594444479,TKT-507325,dev-0d702846,4080,9,group-0,0,depot transfer,OPS-SYS,ROUTE 028
R00142,RT035,Kennedy Town,Central Station,Central and Western,BUS_standard_local_CityBus,,,,7,Tue,0,wx_s,hkg,B3830,S2,none,contrast,none,zone-2,PX18609488,S9627829939,TKT-916872,dev-d26707f1,8160,12,group-0,1,normal service,OPS-A,Route-035
R00143,RT032,Tsim Sha Tsui,Wan Chai,Yau Tsim Mong,bus-crossharbour_local_standard_KMB,500.0 HKD,360.0,720.0,23,Wed,1,sunny,HK,B7299,SYS,maintenance_ops,classic,C,zone-3,PX67098353,S7261364238,TKT-368951,dev-5b0237d6,120000,9000,group-0,0,depot transfer,OPS-SYS,Route-032
R00144,RT047,Tsim%2520Sha%2520Tsui,Admiralty,Yau Tsim Mong,Tram-AIRPORT_LOCAL_STANDARD_citybus,,,,7,Sat,0,,territory-hk,B6493,S1,none,large_text,none,zone-4,PX86352313,S2335321571,TKT-550543,dev-23534cf9,13880,37,group-0,1,normal service,OPS-D,ROUTE 047
R00145,RT013,North Point,CAUSEWAY BAY,Eastern,op=ferry-airport||local-standard||HK Ferry_op=ferry-airport||local-standard||HK Ferry,,,,5,Thu,0,,geo::hkg,B5988,S1,commuter_plus,classic,B,zone-4,PX88965198,S8949286276,TKT-634309,dev-58eb9f46,6230,26,group-0,0,weather watch,OPS-D,ROUTE 013
R00146,RT071,KennedyTown,TST,Central and Western,Tram-AIRPORT_express_STANDARD_CTB,,,,20,Thu,0,,hk-zone,B5394,S1,none,contrast,none,zone-2,PX92565436,S5314201771,TKT-999444,dev-bdcc91b1,800,25,group-0,0,weather watch,OPS-D,ROUTE 071
R00147,RT034,North Point,Tsuen Wan,Eastern,bus-crossharbour_local_standard_KMB,30.8,,,12,Sun,0,Heavy Rain,hk-zone,B7421,S2,tourist_day,large_text,none,zone-1,PX16174370,S4236204953,TKT-775467,dev-1043a7f2,23630,31,group-0,0,normal service,OPS-B,ROUTE 034
R00148,RT015,Causeway Bay, Mong Kok ,Eastern,Bus_LOCAL_STANDARD_Kowloon Motor Bus,,,,13,Tue,0,,HK,B7228,S1,none,classic,none,zone-1,PX67953420,S2877916478,TKT-612375,dev-f54eab6b,6830,13,group-0,0,platform crowding,OPS-D,ROUTE 015
R00149,RT024,Kennedy Town,MongKok,Central and Western,bus-Airport_Local_STANDARD_kmb,150.0,unknown,300.0,10,Thu,0,,legacy,B6282,S3,commuter_plus,contrast,none,zone-1,PX80249596,S3697064346,TKT-368402,dev-1a24f815,120000,2500,group-0,0,priority boarding,OPS-A,Route-024
R00150,RT017,Central%20Station, North.Point ,Central and Western,standard_standard_tram_express_CTB,20.1,10.14-11.3,,5,Tue,0,,HK,B2308,S4,tourist_day,classic,none,zone-4,PX44860251,S3408276289,TKT-270161,dev-7de8fe80,10140,20,group-0,0,priority boarding,OPS-C,Route-017
R00151,RT006,Tsuen Wan,Admiralty,Tsuen Wan,bus_Express_STANDARD_CityBus,~10.5,2.73 km,12.0,18,Thu,0,heavy-rn,geo-hkg-v2,B3312,S1,none,compact,B,zone-2,PX34126674,S4667539523,TKT-421154,dev-1a7c225b,2730,10,group-0,1,weather watch,OPS-B,Route-006
R00152,RT059,Causeway Bay,Tsim%20Sha%20Tsui,Eastern,bus-XHBR / local / standard / K.M.B.,~0.0,0.1 km,3.0,14,Thu,0,,hk-zone,B9740,S3,tourist_day,compact,none,zone-2,PX90866532,S9870860298,TKT-858429,dev-d79067e0,900000,1,group-0,0,minor queue,OPS-D,Route-059
R00153,RT075,North Point,Admiraltyy,Eastern,svc=ferry-XHBR;mode=local;tier=standard;op=HK Ferry;tag=C3,"0,2",2000m,about 1,12,Sat,1,,territory-hk,B1461,S4,summer_push,large_text,A,zone-2,PX56938147,S2121336062,TKT-476467,dev-cdd04271,75,0,group-0,0,platform crowding,OPS-A,Route-075
R00154,RT072,Audit Hub,Workshop,Audit,maintenance_shift,,,,8,Thu,0,System,TST,B4966,SYS,maintenance_ops,contrast,none,zone-2,PX27029713,S9549677237,TKT-541328,dev-8028c960,2250,9,group-0,1,staff shuttle,OPS-SYS,Route-072
R00155,RT049,Tsim Sha Tsui, tsuen%20wan ,Yau Tsim Mong,TRAM_Local_STANDARD_CityBus,,,,7,Mon,0,,HK,B8454,S1,none,contrast,none,zone-1,PX42562925,S2318147158,TKT-194809,dev-c6ca8c50,6920,12,group-0,1,priority boarding,OPS-D,ROUTE 049
R00156,RT006,ShaTin  ,WAN CHAI,Sha Tin,tram_express_standard_CTB_v8,,2.93,25m est,18,Sun,0,,HK,B7902,S4,commuter_plus,classic,none,zone-5,PX89510689,S5424004520,TKT-902833,dev-27211d20,2930,12,group-0,1,normal service,OPS-D,Route-006
R00157,RT063,Wan Chai, Central Stn   ,Central and Western,tram-local-standard-CTB,13.9-18.9,unknown,,6,Tue,0,,HK,B9124,S3,none,compact,A,zone-1,PX51559863,S1036111114,TKT-843283,dev-9e79ae0f,11900,14,group-0,0,priority boarding,OPS-C,Route-063
R00158,RT018,Mong.Kok,ADM,Yau Tsim Mong,bus_Local_Standard_Kowloon Motor Bus,missing,0.05 km,1.0,22,Tue,1,,HK,B6432,S3,none,large_text,C,zone-4,PX14435989,S1976204223,TKT-942132,dev-011e46bc,900000,0,group-0,0,platform crowding,OPS-C,ROUTE 018
R00159,RT009,Mong Kok,NorthPoint,Yau Tsim Mong,bus_local_Standard_K.M.B.,,,,15,sun,1,,HK,B2893,S4,summer_push,large_text,C,zone-4,PX42097137,S1105262997,TKT-845108,dev-12655f32,1160,4,group-0,0,platform crowding,OPS-A,ROUTE 009
R00160,RT044,Central Station,Sha Tin,Sha Tin,ferry_local_premium_HKKF,,,,8,Fri,0,wx_s,852,B5541,S3,commuter_plus,large_text,none,zone-4,PX67021881,S1767136760,TKT-551575,dev-5fc5b25a,6170,16,group-0,1,weather watch,OPS-C,Route-044
R00161,RT019,North%20Point,Kennedy%20Town,Eastern,tram_standard_local_CTB,,,,21,Sun,1,,HK,B6509,S2,tourist_day,large_text,none,zone-5,PX49834550,S8246725012,TKT-302917,dev-08791e3e,4250,8,group-0,0,priority boarding,OPS-C,ROUTE 019
R00162,RT013,sha tin,Wan Chai,Sha Tin,Bus_local_standard_K.M.B.,10.0,,,10,Tue,0,,HK,B5278,S3,none,large_text,none,zone-5,PX89016148,S3929211163,TKT-862633,dev-4bc24934,7020,10,group-0,0,weather watch,OPS-A,ROUTE 013
R00163,RT029, Tsim Sha Tsui ,C. Station,Yau Tsim Mong,bus-express-standard-CityBus;backup=CTB,,,,10,Mon,0,,HK,B2695,S2,tourist_day,compact,B,zone-1,PX46322032,S3120808918,TKT-561433,dev-8715b4fe,11040,22,group-0,0,normal service,OPS-C,ROUTE 029
R00164,RT014,Kennedy Town,Central Station,Central and Western,operator=CTB;service=standard;mode=local;type=tram,1.0-6.0,0.2,T5,18,Wed,0,wx.cld.ops,HK,B7747,S2,none,compact,B,zone-1,PX38556093,S5084487382,TKT-186149,dev-240d9cf1,120000,9000,group-0,1,normal service,OPS-A,Route-014
R00165,RT066,Tsim Sha Tsui, Central Station ,Central and Western,BUS-Night_local_standard_citybus,missing,0.1-1.3,1.0,7,Tue,0,,CN,B2667,S1,none,contrast,none,zone-2,PX92932505,S3325220692,TKT-813546,dev-ca2458c4,25,1,group-0,1,priority boarding,OPS-B,ROUTE 066
R00166,RT034,Kennedy%20Town,TSIM SHA TSUI,Central and Western,bus_Local_Standard_Kowloon Motor Bus,14.6,"9,6",na-dur,17,Fri,0,,HK,B5240,S2,summer_push,compact,B,zone-2,PX58853391,S7454946031,TKT-982495,dev-56c9cd3f,9600,15,group-0,1,platform crowding,OPS-D,Route-034
R00167,RT003,Workshop,Workshop,Operations,maintenance_shift,na-fare,250.0 km,180.0,10,tue,0,System,SYS,B1735,SYS,staff_shuttle,classic,none,zone-1,PX19839393,S6852778120,TKT-758172,dev-edf8de18,120000,999,group-0,0,staff shuttle,OPS-SYS,Route-003
R00168,RT060,Wan Chai, Central ,Wan Chai,BUS_LOCAL_Premium_citybus,,,,20,Mon,0,,HK,B9806,S4,none,contrast,none,zone-2,PX85636910,S2622731000,TKT-329457,dev-24ba4285,1880,12,group-0,0,normal service,OPS-D,ROUTE 060
R00169,RT017,Kennedy Town,Admiralty,Yau Tsim Mong,bus-airport_local_standard_KMB,,,,13,Wed,1,Heavy Rain,HK,B4171,SYS,internal_audit,compact,none,zone-1,PX75447287,S3237805332,TKT-568078,dev-19a5fa76,9820,16,group-0,0,staff shuttle,OPS-SYS,Route-017
R00170,RT030,Central%20Stn,north%2520pt,Central and Western,meta[route=143;value=bus_express_premium_CityBus;flag=X],31.5,14720m,na-dur,17,Tue,0,heavy-rn,HK,B4390,S1,commuter_plus,compact,none,zone-3,PX79746950,S4703813386,TKT-417428,dev-302ffd32,14720,32,group-0,1,priority boarding,OPS-A,Route-030
R00171,RT058,Tsuen Wan,Tsim Sha Tsui,Yau Tsim Mong,ferry-cross-harbour_standard_local_HKKF,,,,13,Tue,0,wx.rn.alert,hk-zone,B2428,S1,none,large_text,none,zone-5,PX63415218,S8877361136,TKT-505105,dev-fbf6cf9f,4820,12,group-0,0,normal service,OPS-A,Route-058
R00172,RT015,Central Station, Tsim Sha Tsui ,Central and Western,Ferry-night_local_Standard_HK Ferry,,,0.1 hrs,8,wed,0,Cloudy,HK,B4295,S1,tourist_day,compact,none,zone-1,PX33859884,S4873665463,TKT-449224,dev-b477fed3,830,7,group-0,1,minor queue,OPS-A,Route-015
R00173,RT051,Tsuen Wan,Central Station,Sha Tin,bus-crossharbour_local_standard_KMB,,,,11,Wed,0,Heavy Rain,territory-hk,B9269,SYS,staff_shuttle,compact,none,zone-4,PX41380089,S1430708002,TKT-168777,dev-b9f1e50b,9420,22,group-0,0,maintenance escort,OPS-SYS,Route-051
R00174,RT009,Tswan,W Chai  ,Tsuen Wan,tram_tram_local_STANDARD_CityBus,,,,20,Wed,0,,HK,B2339,S1,none,classic,C,zone-3,PX45141232,S1138904256,TKT-508968,dev-fc76c8ba,14010,22,group-0,0,platform crowding,OPS-A,Route-009
R00175,RT024,Wan Chai,Tsim Sha Tsui,Tsuen Wan,bus_local_standard_KMB,,,,14,Mon,0,Cloudy,geo::852,B7494,SYS,staff_shuttle,compact,B,zone-1,PX52926989,S5037212478,TKT-386389,dev-6488be71,1990,7,group-0,0,maintenance escort,OPS-SYS,Route-024
R00176,RT043,Kennedy Town,Central Station,Central and Western,Ferry-crossharbour_EXPRESS_standard_HKKF,,,,8,Thu,0,wx_s,hkg,B4073,S2,commuter_plus,compact,none,zone-5,PX96528491,S9971738703,TKT-928090,dev-21422d5c,2880,14,group-0,1,platform crowding,OPS-C,Route-043
R00177,RT029,Central Station,Kennedy Town,Central and Western,ferry_local_premium_HKKF,,,,6,Thu,0,Sunny,852,B9683,S3,commuter_plus,classic,none,zone-1,PX51298037,S5522679240,TKT-596054,dev-484e365b,6260,28,group-0,0,minor queue,OPS-C,Route-029
R00178,RT045, Wan Chai , North Pt ,Wan Chai,BUS_local_Standard_kmb,"16,1",,about 38,6,Mon,0,HEAVY_RAIN,HK,B2287,S2,commuter_plus,large_text,B,zone-1,PX30381215,S6953944765,TKT-767405,dev-1d14ed7b,8590,16,group-0,0,weather watch,OPS-C,ROUTE 045
R00179,RT003,Kennedy Town,Central Station,Central and Western,ferry_express_premium_HKKF,180.0-185.0,"240,0",T500,20,Mon,1,Sunny,hkg,B1719,S3,none,classic,none,zone-5,PX77288258,S8718873812,TKT-325652,dev-6cb18d59,900000,2500,group-0,0,weather watch,OPS-C,Route-003
R00180,RT079,Kennedy Town,Central Station,Central and Western,ferry_Local_premium_hkkf;backup=CTB,,,,22,Sun,0,Cloudy,geo::hkg,B3736,S1,tourist_day,contrast,none,zone-2,PX30010867,S3294832051,TKT-198492,dev-b254dd02,1620,14,group-0,0,weather watch,OPS-A,ROUTE 079
